C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/08/08,09:36:13,001754609773098,MONTHLY_ARCHIVE,001754609773098
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2025/07/21 17:40:00",1,NSW1,20250721164,0,153.44442,0,153.44442,0,0,"2025/07/21 17:35:04",4.85,4.85,0,4.85,4.85,0,0.39,0.39,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.26,2.26,0,FIRM,153.44442,4.85,4.85,0.39,9.24,0.1,0.38,0.38,2.26,198827.59157,2229.43368,514.79749,349.68068,12647.72015,454.98861,1004.90118,427.78268,3582.40732,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,850.07009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:40:00",1,SA1,20250721164,0,0.52,0,0.52,0,0,"2025/07/21 17:35:04",4.85,4.85,0,4.85,4.85,0,0.39,0.39,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.26,2.26,0,FIRM,0.52,4.85,4.85,0.39,9.24,0.1,0.38,0.38,2.26,183372.38457,8367.07847,3543.8717,429.90272,12727.94219,495.77443,1162.32939,429.24268,3583.86732,NOT_OCD,NOT_MII,0.37,0.37,0,0.94,0.94,0,0.37,0.94,1843.49562,1371.26
D,DISPATCH,PRICE,5,"2025/07/21 17:40:00",1,TAS1,20250721164,0,91.55443,0,91.55443,0,0,"2025/07/21 17:35:04",7.32,7.32,0,1.75,1.75,0,0.36,0.36,0,7.46,7.46,0,79.3914,79.3914,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,91.55443,7.32,1.75,0.36,7.46,79.3914,0.38,0.38,2.76,197033.86736,6305.65453,866.04074,399.76139,13025.39035,28153.51163,988.68747,588.1547,4486.94141,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 17:40:00",1,VIC1,20250721164,0,30.2979,0,30.2979,0,0,"2025/07/21 17:35:04",4.85,4.85,0,4.85,4.85,0,0.39,0.39,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.26,2.26,0,FIRM,30.2979,4.85,4.85,0.39,9.24,0.1,0.38,0.38,2.26,155982.11724,2229.43368,514.79749,349.68068,12647.72015,454.98861,1004.90118,427.78268,3582.40732,NOT_OCD,NOT_MII,0.37,0.37,0,0,0,0,0.37,0,850.07009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:45:00",1,NSW1,20250721165,0,213.99169,0,213.99169,0,0,"2025/07/21 17:40:05",7.71,7.71,0,15.62,15.62,0,0.88,0.88,0,5.46,5.46,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,213.99169,7.71,15.62,0.88,5.46,0.38,0.38,0.38,3.71,198831.48594,2228.46368,529.55749,350.46068,12647.18015,455.35861,1005.18118,427.96268,3574.22732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,850.89009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:45:00",1,QLD1,20250721165,0,380.58171,0,380.58171,0,0,"2025/07/21 17:40:05",7.71,7.71,0,15.62,15.62,0,0.88,0.88,0,5.46,5.46,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,380.58171,7.71,15.62,0.88,5.46,0.38,0.38,0.38,3.71,180169.70535,2228.46368,529.55749,350.46068,12647.18015,455.35861,1005.18118,427.96268,3574.22732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,850.89009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:45:00",1,SA1,20250721165,0,141.78,0,141.78,0,0,"2025/07/21 17:40:05",7.71,7.71,0,15.62,15.62,0,0.88,0.88,0,5.46,5.46,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,141.78,7.71,15.62,0.88,5.46,0.38,0.38,0.38,3.71,183340.5069,8366.10847,3558.6317,430.68272,12727.40219,495.76443,1162.31939,429.24268,3575.50732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1844.31562,1371.26
D,DISPATCH,PRICE,5,"2025/07/21 17:45:00",1,TAS1,20250721165,0,93.20609,0,93.20609,0,0,"2025/07/21 17:40:05",7.32,7.32,0,12.7,12.7,0,0.36,0.36,0,8.46,8.46,0,134.40783,134.40783,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,93.20609,7.32,12.7,0.36,8.46,134.40783,0.38,0.38,2.76,196937.03223,6282.37453,878.36074,399.76139,13026.80035,28287.33433,988.68747,588.1547,4487.29263,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 17:45:00",1,VIC1,20250721165,0,38.68268,0,38.68268,0,0,"2025/07/21 17:40:05",7.71,7.71,0,15.62,15.62,0,0.88,0.88,0,5.46,5.46,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,38.68268,7.71,15.62,0.88,5.46,0.38,0.38,0.38,3.71,155825.66474,2228.46368,529.55749,350.46068,12647.18015,455.35861,1005.18118,427.96268,3574.22732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,850.89009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:50:00",1,NSW1,20250721166,0,158.99,0,158.99,0,0,"2025/07/21 17:45:05",7.71,7.71,0,9.38,9.38,0,0.86,0.86,0,4.79,4.79,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.08,2.08,0,FIRM,158.99,7.71,9.38,0.86,4.79,0.1,0.38,0.38,2.08,198777.84697,2221.19368,538.54749,351.09068,12646.97015,455.25861,1005.17118,427.96268,3574.30732,NOT_OCD,NOT_MII,0.93,0.93,0,0,0,0,0.93,0,851.72009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:50:00",1,QLD1,20250721166,0,316.4708,0,316.4708,0,0,"2025/07/21 17:45:05",7.71,7.71,0,9.38,9.38,0,0.86,0.86,0,4.79,4.79,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.08,2.08,0,FIRM,316.4708,7.71,9.38,0.86,4.79,0.1,0.38,0.38,2.08,180282.21393,2221.19368,538.54749,351.09068,12646.97015,455.25861,1005.17118,427.96268,3574.30732,NOT_OCD,NOT_MII,0.93,0.93,0,0,0,0,0.93,0,851.72009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:50:00",1,SA1,20250721166,0,141.78,0,141.78,0,0,"2025/07/21 17:45:05",7.71,7.71,0,9.38,9.38,0,0.86,0.86,0,4.79,4.79,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.08,2.08,0,FIRM,141.78,7.71,9.38,0.86,4.79,0.1,0.38,0.38,2.08,183288.6173,8358.83847,3567.6217,431.31272,12727.19219,495.66443,1162.30939,429.24268,3575.58732,NOT_OCD,NOT_MII,0.93,0.93,0,0.94,0.94,0,0.93,0.94,1845.14562,1372.2
D,DISPATCH,PRICE,5,"2025/07/21 17:50:00",1,TAS1,20250721166,0,104.85441,0,104.85441,0,0,"2025/07/21 17:45:05",7.32,7.32,0,12.7,12.7,0,0.36,0.36,0,7.46,7.46,0,64.09642,64.09642,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,104.85441,7.32,12.7,0.36,7.46,64.09642,0.38,0.38,2.76,196851.84542,6259.09453,890.68074,399.76139,13027.21035,28350.84562,988.68747,588.1547,4487.64385,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 17:50:00",1,VIC1,20250721166,0,97.76092,0,97.76092,0,0,"2025/07/21 17:45:05",7.71,7.71,0,9.38,9.38,0,0.86,0.86,0,4.79,4.79,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2.08,2.08,0,FIRM,97.76092,7.71,9.38,0.86,4.79,0.1,0.38,0.38,2.08,155724.31566,2221.19368,538.54749,351.09068,12646.97015,455.25861,1005.17118,427.96268,3574.30732,NOT_OCD,NOT_MII,0.93,0.93,0,0,0,0,0.93,0,851.72009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:55:00",1,NSW1,20250721167,0,158.99,0,158.99,0,0,"2025/07/21 17:50:06",7.71,7.71,0,7.99,7.99,0,0.69,0.69,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,11.89,11.89,0,FIRM,158.99,7.71,7.99,0.69,9.24,0.1,0.38,0.38,11.89,198718.94899,2224.01368,546.14749,351.39068,12654.21015,455.25861,1005.17118,428.14268,3582.60732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.28009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:55:00",1,QLD1,20250721167,0,318.21436,0,318.21436,0,0,"2025/07/21 17:50:06",7.71,7.71,0,7.99,7.99,0,0.69,0.69,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,11.89,11.89,0,FIRM,318.21436,7.71,7.99,0.69,9.24,0.1,0.38,0.38,11.89,180385.98829,2224.01368,546.14749,351.39068,12654.21015,455.25861,1005.17118,428.14268,3582.60732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.28009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 17:55:00",1,SA1,20250721167,0,132.92805,0,132.92805,0,0,"2025/07/21 17:50:06",7.71,7.71,0,7.99,7.99,0,0.69,0.69,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,11.89,11.89,0,FIRM,132.92805,7.71,7.99,0.69,9.24,0.1,0.38,0.38,11.89,183243.77535,8361.65847,3575.2217,431.61272,12734.43219,495.66443,1162.30939,429.42268,3583.88732,NOT_OCD,NOT_MII,0.86,0.86,0,0.94,0.94,0,0.86,0.94,1845.70562,1373.14
D,DISPATCH,PRICE,5,"2025/07/21 17:55:00",1,TAS1,20250721167,0,91.55443,0,91.55443,0,0,"2025/07/21 17:50:06",7.32,7.32,0,12.7,12.7,0,0.38,0.38,0,7.46,7.46,0,79.3914,79.3914,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,91.55443,7.32,12.7,0.38,7.46,79.3914,0.38,0.38,2.76,196753.35863,6235.81453,903.00074,399.78139,13027.62035,28429.65189,988.68747,588.1547,4487.99507,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 17:55:00",1,VIC1,20250721167,0,31.26684,0,31.26684,0,0,"2025/07/21 17:50:06",7.71,7.71,0,7.99,7.99,0,0.69,0.69,0,9.24,9.24,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,11.89,11.89,0,FIRM,31.26684,7.71,7.99,0.69,9.24,0.1,0.38,0.38,11.89,155554.69251,2224.01368,546.14749,351.39068,12654.21015,455.25861,1005.17118,428.14268,3582.60732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.28009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:00:00",1,NSW1,20250721168,0,143.28192,0,143.28192,0,0,"2025/07/21 17:55:06",6.9596,6.9596,0,30,30,0,0.88,0.88,0,6,6,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,143.28192,6.9596,30,0.88,6,0.2,0.38,0.38,2,198625.69033,2222.29328,574.30749,352.04068,12659.98015,455.35861,1005.17118,428.42268,3576.10732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.84009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:00:00",1,QLD1,20250721168,0,298.99044,0,298.99044,0,0,"2025/07/21 17:55:06",6.9596,6.9596,0,30,30,0,0.88,0.88,0,6,6,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,298.99044,6.9596,30,0.88,6,0.2,0.38,0.38,2,180456.54958,2222.29328,574.30749,352.04068,12659.98015,455.35861,1005.17118,428.42268,3576.10732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.84009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:00:00",1,SA1,20250721168,0,141.78,0,141.78,0,0,"2025/07/21 17:55:06",6.9596,6.9596,0,30,30,0,0.88,0.88,0,6,6,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,141.78,6.9596,30,0.88,6,0.2,0.38,0.38,2,183207.78535,8359.93807,3603.3817,432.26272,12740.20219,495.76443,1162.30939,429.70268,3577.38732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1846.26562,1373.14
D,DISPATCH,PRICE,5,"2025/07/21 18:05:00",1,QLD1,20250721169,0,303.19888,0,303.19888,0,0,"2025/07/21 18:00:06",10.67147,10.67147,0,30,30,0,0.88,0.88,0,3,3,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,303.19888,10.67147,30,0.88,3,0.1,0.38,0.38,3.71,180539.07246,2225.25475,603.91749,352.60068,12662.07015,455.45861,1005.17118,428.70268,3576.11732,NOT_OCD,NOT_MII,0.79,0.79,0,0,0,0,0.79,0,853.33009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:00:00",1,TAS1,20250721168,0,94.78072,0,94.78072,0,0,"2025/07/21 17:55:06",7.32,7.32,0,1.75,1.75,0,0.38,0.38,0,8.46,8.46,0,131.25856,131.25856,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,94.78072,7.32,1.75,0.38,8.46,131.25856,0.38,0.38,2.76,196657.89935,6212.53453,904.37074,399.80139,13030.03035,28560.53045,988.68747,588.1547,4488.54507,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 18:00:00",1,VIC1,20250721168,0,57.32606,0,57.32606,0,0,"2025/07/21 17:55:06",6.9596,6.9596,0,30,30,0,0.88,0.88,0,6,6,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,57.32606,6.9596,30,0.88,6,0.2,0.38,0.38,2,155393.56857,2222.29328,574.30749,352.04068,12659.98015,455.35861,1005.17118,428.42268,3576.10732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,852.84009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:05:00",1,NSW1,20250721169,0,148.22076,0,148.22076,0,0,"2025/07/21 18:00:06",10.67147,10.67147,0,30,30,0,0.88,0.88,0,3,3,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,148.22076,10.67147,30,0.88,3,0.1,0.38,0.38,3.71,198553.566,2225.25475,603.91749,352.60068,12662.07015,455.45861,1005.17118,428.70268,3576.11732,NOT_OCD,NOT_MII,0.79,0.79,0,0,0,0,0.79,0,853.33009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:05:00",1,SA1,20250721169,0,3.52144,0,3.52144,0,0,"2025/07/21 18:00:06",10.67147,10.67147,0,30,30,0,0.88,0.88,0,3,3,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,3.52144,10.67147,30,0.88,3,0.1,0.38,0.38,3.71,183043.70339,8362.89954,3632.9917,432.82272,12742.29219,495.47443,1157.43709,429.69268,3577.10732,NOT_OCD,NOT_MII,0.79,0.79,0,0,0,0,0.79,0,1846.75562,1373.14
D,DISPATCH,PRICE,5,"2025/07/21 18:05:00",1,TAS1,20250721169,0,104.85441,0,104.85441,0,0,"2025/07/21 18:00:06",7.32,7.32,0,12.7,12.7,0,0.36,0.36,0,7.46,7.46,0,64.09642,64.09642,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,104.85441,7.32,12.7,0.36,7.46,64.09642,0.38,0.38,2.76,196572.66117,6212.53453,916.69074,399.78139,13030.69882,28624.09476,988.68747,588.1547,4489.94766,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 18:05:00",1,VIC1,20250721169,0,53.22289,0,53.22289,0,0,"2025/07/21 18:00:06",10.67147,10.67147,0,30,30,0,0.88,0.88,0,3,3,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.71,3.71,0,FIRM,53.22289,10.67147,30,0.88,3,0.1,0.38,0.38,3.71,155247.68146,2225.25475,603.91749,352.60068,12662.07015,455.45861,1005.17118,428.70268,3576.11732,NOT_OCD,NOT_MII,0.79,0.79,0,0,0,0,0.79,0,853.33009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:10:00",1,NSW1,20250721170,0,123.68912,0,123.68912,0,0,"2025/07/21 18:05:06",15,15,0,15.59,15.59,0,0.5,0.5,0,0.5,0.5,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,123.68912,15,15.59,0.5,0.5,0.1,0.38,0.38,3.49,198461.43594,2235.36475,619.11749,352.95068,12659.57015,455.16861,1005.17118,428.70268,3576.82732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.12009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:10:00",1,QLD1,20250721170,0,275.51635,0,275.51635,0,0,"2025/07/21 18:05:06",15,15,0,15.59,15.59,0,0.5,0.5,0,0.5,0.5,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,275.51635,15,15.59,0.5,0.5,0.1,0.38,0.38,3.49,180601.3747,2235.36475,619.11749,352.95068,12659.57015,455.16861,1005.17118,428.70268,3576.82732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.12009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:10:00",1,SA1,20250721170,0,66.23,0,66.23,0,0,"2025/07/21 18:05:06",15,15,0,15.59,15.59,0,0.5,0.5,0,0.5,0.5,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,66.23,15,15.59,0.5,0.5,0.1,0.38,0.38,3.49,182919.87126,8373.00954,3648.1917,433.17272,12739.79219,495.18443,1157.42709,429.69268,3577.81732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,1847.54562,1372.2
D,DISPATCH,PRICE,5,"2025/07/21 18:10:00",1,TAS1,20250721170,0,93.20609,0,93.20609,0,0,"2025/07/21 18:05:06",7.32,7.32,0,12.7,12.7,0,0.38,0.38,0,8.46,8.46,0,134.40783,134.40783,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,93.20609,7.32,12.7,0.38,8.46,134.40783,0.38,0.38,2.76,196475.62726,6212.53453,929.01074,399.80139,13033.10882,28758.12259,988.68747,588.1547,4491.49766,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 18:10:00",1,VIC1,20250721170,0,52.92958,0,52.92958,0,0,"2025/07/21 18:05:06",15,15,0,15.59,15.59,0,0.5,0.5,0,0.5,0.5,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,52.92958,15,15.59,0.5,0.5,0.1,0.38,0.38,3.49,155102.50104,2235.36475,619.11749,352.95068,12659.57015,455.16861,1005.17118,428.70268,3576.82732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.12009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:15:00",1,NSW1,20250721171,0,118.95,0,118.95,0,0,"2025/07/21 18:10:06",4.96,4.96,0,9.96,9.96,0,0.69,0.69,0,3.99,3.99,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,118.95,4.96,9.96,0.69,3.99,0.1,0.38,0.38,2,198354.23267,2223.35475,628.68749,353.27068,12660.56015,455.06861,1005.17118,428.98268,3575.23732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.65009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:15:00",1,QLD1,20250721171,0,270.43598,0,270.43598,0,0,"2025/07/21 18:10:06",4.96,4.96,0,9.96,9.96,0,0.69,0.69,0,3.99,3.99,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,270.43598,4.96,9.96,0.69,3.99,0.1,0.38,0.38,2,180648.08068,2223.35475,628.68749,353.27068,12660.56015,455.06861,1005.17118,428.98268,3575.23732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.65009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:15:00",1,SA1,20250721171,0,141.78,0,141.78,0,0,"2025/07/21 18:10:06",4.96,4.96,0,9.96,9.96,0,0.69,0.69,0,3.99,3.99,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,141.78,4.96,9.96,0.69,3.99,0.1,0.38,0.38,2,182908.32553,8360.99954,3657.7617,433.49272,12740.78219,495.08443,1157.42709,429.97268,3576.22732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,1848.07562,1372.2
D,DISPATCH,PRICE,5,"2025/07/21 18:15:00",1,TAS1,20250721171,0,104.85441,0,104.85441,0,0,"2025/07/21 18:10:06",7.32,7.32,0,12.7,12.7,0,0.36,0.36,0,7.46,7.46,0,64.09642,64.09642,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,104.85441,7.32,12.7,0.36,7.46,64.09642,0.38,0.38,2.76,196390.24167,6212.53453,941.33074,399.80139,13034.51882,28821.83901,988.6498,588.1547,4493.04766,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 18:15:00",1,VIC1,20250721171,0,76.68023,0,76.68023,0,0,"2025/07/21 18:10:06",4.96,4.96,0,9.96,9.96,0,0.69,0.69,0,3.99,3.99,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,2,2,0,FIRM,76.68023,4.96,9.96,0.69,3.99,0.1,0.38,0.38,2,154977.76233,2223.35475,628.68749,353.27068,12660.56015,455.06861,1005.17118,428.98268,3575.23732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,854.65009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:20:00",1,NSW1,20250721172,0,108.08,0,108.08,0,0,"2025/07/21 18:15:05",10,10,0,40.93,40.93,0,0.88,0.88,0,6,6,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,108.08,10,40.93,0.88,6,0.1,0.38,0.38,3.49,198261.0336,2213.41475,669.22749,353.83068,12661.57015,454.96861,1005.17118,428.98268,3566.83732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,855.18009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:20:00",1,QLD1,20250721172,0,255.33518,0,255.33518,0,0,"2025/07/21 18:15:05",10,10,0,40.93,40.93,0,0.88,0.88,0,6,6,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,255.33518,10,40.93,0.88,6,0.1,0.38,0.38,3.49,180703.0732,2213.41475,669.22749,353.83068,12661.57015,454.96861,1005.17118,428.98268,3566.83732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,855.18009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:20:00",1,SA1,20250721172,0,-38.86929,0,-38.86929,0,0,"2025/07/21 18:15:05",10,10,0,40.93,40.93,0,0.88,0.88,0,6,6,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,-38.86929,10,40.93,0.88,6,0.1,0.38,0.38,3.49,182691.68624,8351.05954,3698.3017,434.05272,12741.79219,494.79443,1157.41709,429.97268,3567.82732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,1848.60562,1372.2
D,DISPATCH,PRICE,5,"2025/07/21 18:20:00",1,TAS1,20250721172,0,118.54576,0,118.54576,0,0,"2025/07/21 18:15:05",7.32,7.32,0,12.7,12.7,0,0.36,0.36,0,8.46,8.46,0,78.5093,78.5093,0,0.38,0.38,0,0.38,0.38,0,2.76,2.76,0,FIRM,118.54576,7.32,12.7,0.36,8.46,78.5093,0.38,0.38,2.76,196318.54743,6212.53453,953.65074,399.80139,13036.92882,28899.96831,988.6498,588.1547,4494.59766,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,355.02898,2.33
D,DISPATCH,PRICE,5,"2025/07/21 18:20:00",1,VIC1,20250721172,0,113.29514,0,113.29514,0,0,"2025/07/21 18:15:05",10,10,0,40.93,40.93,0,0.88,0.88,0,6,6,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,3.49,3.49,0,FIRM,113.29514,10,40.93,0.88,6,0.1,0.38,0.38,3.49,154906.05747,2213.41475,669.22749,353.83068,12661.57015,454.96861,1005.17118,428.98268,3566.83732,NOT_OCD,NOT_MII,0.83,0.83,0,0,0,0,0.83,0,855.18009,15.39
D,DISPATCH,PRICE,5,"2025/07/21 18:25:00",1,NSW1,20250721173,0,118.95,0,118.95,0,0,"2025/07/21 18:20:05",16.68,16.68,0,45.12,45.12,0,0.88,0.88,0,7.6,7.6,0,0.1,0.1,0,0.38,0.38,0,0.38,0.38,0,1,1,0,FIRM,118.95,16.68,45.12,0.88,7.6,0.1,0.38,0.38,1,198159.41519,2228.21475,713.98749,354.56068,12664.18015,454.86861,1005.10118,429.26268,3565.83732,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,856.00009,15.39
